session_length,discount,user_id,successful,mean_price,min_price,max_price,mean_rating,min_rating,max_rating,prev_success_ratio
780,15,221,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.57
652,0,221,0,217.35,86.28,327.47,2.46,0.9,3.8,0.62
293,0,221,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.56
346,20,221,1,165.0,109.0,193.0,0.7,0.1,1.0,0.5
1450,0,221,0,87.63,59.9,129.0,1.97,0.3,4.5,0.55
1498,5,221,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.5
1644,0,221,0,114.17,44.99,189.0,1.37,0.2,3.7,0.46
329,0,221,0,217.35,86.28,327.47,2.46,0.9,3.8,0.43
0,0,221,0,58.97,58.97,58.97,2.7,2.7,2.7,0.4
187,5,221,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.38
58,0,221,0,71.85,64.8,78.9,2.5,0.4,4.6,0.35
676,0,221,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.33
278,0,221,0,151.0,109.0,193.0,0.55,0.1,1.0,0.37
1045,15,221,0,79.78,49.99,139.99,2.55,0.4,4.3,0.35
945,0,221,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.33
1112,0,221,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.36
659,0,221,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.35
0,0,221,0,553.0,553.0,553.0,4.7,4.7,4.7,0.38
191,0,221,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.36
149,5,221,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.35
91,0,221,0,71.85,64.8,78.9,2.5,0.4,4.6,0.33
1869,10,221,1,88.87,59.9,129.0,1.93,0.3,4.5,0.32
995,0,221,0,79.78,49.99,139.99,2.55,0.4,4.3,0.34
0,5,221,0,99.99,99.99,99.99,0.5,0.5,0.5,0.33
344,0,221,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.32
263,0,221,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.31
671,5,221,0,217.35,86.28,327.47,2.46,0.9,3.8,0.33
139,0,221,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.32
1310,0,221,1,84.35,49.99,139.99,2.71,0.4,4.3,0.31
1378,10,221,1,41.27,17.9,78.9,2.61,0.0,4.7,0.33
160,20,221,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.35
0,0,221,0,58.97,58.97,58.97,2.7,2.7,2.7,0.37
163,0,221,0,71.85,64.8,78.9,2.5,0.4,4.6,0.36
1630,10,221,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.35
991,10,221,1,221.96,86.28,327.47,2.3,0.9,3.8,0.37
0,0,221,0,58.97,58.97,58.97,2.7,2.7,2.7,0.38
0,0,221,0,58.97,58.97,58.97,2.7,2.7,2.7,0.37
16,10,221,1,58.97,58.97,58.97,2.7,2.7,2.7,0.36
1146,0,221,0,114.17,44.99,189.0,1.37,0.2,3.7,0.38
1764,0,221,0,79.78,49.99,139.99,2.55,0.4,4.3,0.37
899,15,221,1,221.96,86.28,327.47,2.3,0.9,3.8,0.36
477,20,221,1,69.5,64.8,78.9,3.2,0.4,4.6,0.38
1314,0,221,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.39
1663,5,221,0,114.17,44.99,189.0,1.37,0.2,3.7,0.38
1103,0,221,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.37
786,0,221,0,217.35,86.28,327.47,2.46,0.9,3.8,0.37
572,0,221,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.36
142,0,221,0,151.0,109.0,193.0,0.55,0.1,1.0,0.35
630,0,221,0,217.35,86.28,327.47,2.46,0.9,3.8,0.35
1066,0,221,0,79.78,49.99,139.99,2.55,0.4,4.3,0.34
1414,0,221,0,87.63,59.9,129.0,1.97,0.3,4.5,0.33
200,0,221,1,99.99,99.99,99.99,0.5,0.5,0.5,0.33
1836,15,221,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.34
997,15,221,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.35
1616,15,221,0,79.78,49.99,139.99,2.55,0.4,4.3,0.36
1389,10,221,1,107.88,44.99,189.0,1.4,0.2,3.7,0.35
1173,0,221,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.37
173,10,221,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.36
90,15,222,1,58.97,58.97,58.97,2.7,2.7,2.7,0.0
492,0,222,0,405.74,14.99,1303.96,1.8,0.4,4.6,1.0
1192,0,222,0,87.63,59.9,129.0,1.97,0.3,4.5,0.5
1572,20,222,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.33
662,15,222,1,221.96,86.28,327.47,2.3,0.9,3.8,0.5
1205,10,222,1,88.87,59.9,129.0,1.93,0.3,4.5,0.6
92,15,222,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.67
72,0,222,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.57
1556,0,222,0,43.4,17.9,78.9,2.4,0.0,4.7,0.5
169,10,222,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.44
1467,0,222,0,114.17,44.99,189.0,1.37,0.2,3.7,0.4
67,0,222,1,553.0,553.0,553.0,4.7,4.7,4.7,0.36
647,0,222,1,221.96,86.28,327.47,2.3,0.9,3.8,0.42
25,0,222,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.46
453,0,222,0,217.35,86.28,327.47,2.46,0.9,3.8,0.43
0,0,222,0,553.0,553.0,553.0,4.7,4.7,4.7,0.4
0,0,222,0,99.99,99.99,99.99,0.5,0.5,0.5,0.38
0,0,222,0,553.0,553.0,553.0,4.7,4.7,4.7,0.35
138,20,222,1,69.5,64.8,78.9,3.2,0.4,4.6,0.33
965,0,222,0,87.63,59.9,129.0,1.97,0.3,4.5,0.37
1189,15,222,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.35
155,10,222,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.38
0,0,222,0,58.97,58.97,58.97,2.7,2.7,2.7,0.36
281,5,222,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.35
0,0,222,0,99.99,99.99,99.99,0.5,0.5,0.5,0.33
0,0,222,0,553.0,553.0,553.0,4.7,4.7,4.7,0.32
79,0,222,0,151.0,109.0,193.0,0.55,0.1,1.0,0.31
81,15,222,1,553.0,553.0,553.0,4.7,4.7,4.7,0.3
720,10,222,1,221.96,86.28,327.47,2.3,0.9,3.8,0.32
1320,15,222,1,84.35,49.99,139.99,2.71,0.4,4.3,0.34
0,0,222,0,553.0,553.0,553.0,4.7,4.7,4.7,0.37
232,0,222,0,71.85,64.8,78.9,2.5,0.4,4.6,0.35
1021,0,222,0,87.63,59.9,129.0,1.97,0.3,4.5,0.34
1547,5,222,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.33
86,0,222,0,151.0,109.0,193.0,0.55,0.1,1.0,0.32
1388,10,222,1,41.27,17.9,78.9,2.61,0.0,4.7,0.31
42,5,222,1,58.97,58.97,58.97,2.7,2.7,2.7,0.33
1618,0,222,0,114.17,44.99,189.0,1.37,0.2,3.7,0.35
0,0,222,0,553.0,553.0,553.0,4.7,4.7,4.7,0.34
685,0,222,0,217.35,86.28,327.47,2.46,0.9,3.8,0.33
1634,5,222,1,84.35,49.99,139.99,2.71,0.4,4.3,0.33
345,20,222,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.34
20,20,222,1,553.0,553.0,553.0,4.7,4.7,4.7,0.36
1826,10,222,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.37
1154,20,222,0,43.4,17.9,78.9,2.4,0.0,4.7,0.39
1415,0,222,0,79.78,49.99,139.99,2.55,0.4,4.3,0.38
0,0,222,0,99.99,99.99,99.99,0.5,0.5,0.5,0.37
417,20,223,1,165.0,109.0,193.0,0.7,0.1,1.0,0.0
1085,10,223,1,221.96,86.28,327.47,2.3,0.9,3.8,1.0
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,1.0
21,0,223,1,553.0,553.0,553.0,4.7,4.7,4.7,0.67
272,5,223,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.75
61,0,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.8
74,0,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.67
226,5,223,1,69.5,64.8,78.9,3.2,0.4,4.6,0.57
571,10,223,1,165.0,109.0,193.0,0.7,0.1,1.0,0.62
447,5,223,1,165.0,109.0,193.0,0.7,0.1,1.0,0.67
1624,10,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.7
778,20,223,1,221.96,86.28,327.47,2.3,0.9,3.8,0.64
491,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.67
497,20,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.62
291,15,223,1,165.0,109.0,193.0,0.7,0.1,1.0,0.57
314,20,223,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.6
1513,0,223,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.62
119,0,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.59
1842,5,223,1,41.27,17.9,78.9,2.61,0.0,4.7,0.56
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.58
199,0,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.55
1623,10,223,1,84.35,49.99,139.99,2.71,0.4,4.3,0.52
851,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.55
530,5,223,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.52
814,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.54
0,0,223,0,58.97,58.97,58.97,2.7,2.7,2.7,0.52
1323,0,223,1,41.27,17.9,78.9,2.61,0.0,4.7,0.5
1630,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.52
187,5,223,1,165.0,109.0,193.0,0.7,0.1,1.0,0.5
1245,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.52
1333,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.5
370,0,223,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.48
876,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.5
942,20,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.48
110,15,223,1,553.0,553.0,553.0,4.7,4.7,4.7,0.47
288,0,223,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.49
305,10,223,1,69.5,64.8,78.9,3.2,0.4,4.6,0.47
720,20,223,1,221.96,86.28,327.47,2.3,0.9,3.8,0.49
1133,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.5
179,0,223,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.49
1492,5,223,1,88.87,59.9,129.0,1.93,0.3,4.5,0.47
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.49
284,15,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.48
1115,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.47
246,0,223,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.45
776,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.47
809,10,223,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.46
1647,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.47
1865,10,223,1,107.88,44.99,189.0,1.4,0.2,3.7,0.46
126,5,223,1,69.5,64.8,78.9,3.2,0.4,4.6,0.47
592,15,223,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.48
1540,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.49
291,5,223,0,71.85,64.8,78.9,2.5,0.4,4.6,0.48
58,20,223,1,553.0,553.0,553.0,4.7,4.7,4.7,0.47
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.48
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.47
1768,0,223,1,41.27,17.9,78.9,2.61,0.0,4.7,0.46
1129,0,223,1,84.35,49.99,139.99,2.71,0.4,4.3,0.47
1636,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.48
863,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.47
1168,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.47
18,0,223,0,71.85,64.8,78.9,2.5,0.4,4.6,0.46
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.45
1260,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.44
1465,20,223,1,41.27,17.9,78.9,2.61,0.0,4.7,0.44
1647,0,223,1,107.88,44.99,189.0,1.4,0.2,3.7,0.45
190,15,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.45
1415,0,223,0,79.78,49.99,139.99,2.55,0.4,4.3,0.45
271,0,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.44
2111,5,223,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.43
133,0,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.44
101,20,223,1,99.99,99.99,99.99,0.5,0.5,0.5,0.44
1213,5,223,1,88.87,59.9,129.0,1.93,0.3,4.5,0.44
465,0,223,1,221.96,86.28,327.47,2.3,0.9,3.8,0.45
1345,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.46
1493,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.45
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.45
82,0,223,0,71.85,64.8,78.9,2.5,0.4,4.6,0.44
0,15,223,0,58.97,58.97,58.97,2.7,2.7,2.7,0.44
85,5,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.43
1408,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.42
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.42
1596,15,223,1,84.35,49.99,139.99,2.71,0.4,4.3,0.41
495,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.42
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.42
808,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.41
399,5,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.41
1694,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.4
102,5,223,1,165.0,109.0,193.0,0.7,0.1,1.0,0.4
115,0,223,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.4
82,0,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.4
1754,5,223,1,84.35,49.99,139.99,2.71,0.4,4.3,0.4
1304,10,223,1,41.27,17.9,78.9,2.61,0.0,4.7,0.4
1223,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.41
32,20,223,1,58.97,58.97,58.97,2.7,2.7,2.7,0.4
514,0,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.41
156,15,223,1,69.5,64.8,78.9,3.2,0.4,4.6,0.41
1332,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.41
311,5,223,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.41
191,0,223,0,71.85,64.8,78.9,2.5,0.4,4.6,0.41
885,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.41
1493,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.41
1305,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.4
1434,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.4
439,15,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.39
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.39
1277,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.39
300,0,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.38
1292,0,223,0,79.78,49.99,139.99,2.55,0.4,4.3,0.38
279,15,223,1,69.5,64.8,78.9,3.2,0.4,4.6,0.38
1579,5,223,1,84.35,49.99,139.99,2.71,0.4,4.3,0.38
139,0,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.39
236,5,223,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.38
1739,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.39
625,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.39
1243,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.38
1628,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.38
538,5,223,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.38
1396,10,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.38
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.38
1292,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.38
383,15,223,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.37
230,0,223,1,58.97,58.97,58.97,2.7,2.7,2.7,0.38
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.38
790,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.38
1426,0,223,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.38
191,15,223,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.37
0,5,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.37
188,0,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.37
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.36
1704,5,223,1,107.88,44.99,189.0,1.4,0.2,3.7,0.36
1132,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.37
0,5,223,0,58.97,58.97,58.97,2.7,2.7,2.7,0.36
97,0,223,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.36
425,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.36
1673,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.36
241,20,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.35
97,0,223,0,71.85,64.8,78.9,2.5,0.4,4.6,0.35
1272,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.35
719,15,223,1,221.96,86.28,327.47,2.3,0.9,3.8,0.35
1211,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.35
1943,0,223,1,84.35,49.99,139.99,2.71,0.4,4.3,0.35
464,0,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.35
0,0,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.35
1944,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.35
174,20,223,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.34
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.35
529,0,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.35
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.34
856,20,223,1,107.88,44.99,189.0,1.4,0.2,3.7,0.34
174,15,223,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.35
126,20,223,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.35
1458,0,223,0,114.17,44.99,189.0,1.37,0.2,3.7,0.36
235,5,223,1,553.0,553.0,553.0,4.7,4.7,4.7,0.35
1683,5,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.36
169,5,223,1,58.97,58.97,58.97,2.7,2.7,2.7,0.35
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.36
1279,0,223,0,43.4,17.9,78.9,2.4,0.0,4.7,0.36
1017,0,223,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.35
1575,10,223,1,107.88,44.99,189.0,1.4,0.2,3.7,0.35
0,20,223,0,553.0,553.0,553.0,4.7,4.7,4.7,0.36
240,0,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.35
1215,0,223,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.35
398,0,223,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.35
1597,20,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.35
1309,5,223,1,88.87,59.9,129.0,1.93,0.3,4.5,0.35
191,0,223,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.35
1398,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.35
294,20,223,0,151.0,109.0,193.0,0.55,0.1,1.0,0.35
703,20,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.34
238,10,223,1,69.5,64.8,78.9,3.2,0.4,4.6,0.34
231,0,223,1,553.0,553.0,553.0,4.7,4.7,4.7,0.35
0,0,223,0,99.99,99.99,99.99,0.5,0.5,0.5,0.35
1286,0,223,0,79.78,49.99,139.99,2.55,0.4,4.3,0.35
1694,10,223,1,41.27,17.9,78.9,2.61,0.0,4.7,0.34
1559,0,223,0,87.63,59.9,129.0,1.97,0.3,4.5,0.35
668,0,223,0,217.35,86.28,327.47,2.46,0.9,3.8,0.35
154,0,224,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.0
201,20,224,1,553.0,553.0,553.0,4.7,4.7,4.7,0.0
1222,0,224,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.5
840,0,224,0,217.35,86.28,327.47,2.46,0.9,3.8,0.33
1460,0,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.25
1053,0,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.2
1289,0,224,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.17
1429,5,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.14
798,5,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.12
1619,20,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.11
110,10,224,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.1
158,0,224,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.09
270,0,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.17
1273,0,224,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.15
1740,15,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.14
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.13
0,10,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.12
0,20,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.12
1591,0,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.11
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.11
0,0,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.1
222,10,224,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.1
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.09
92,0,224,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.09
534,0,224,0,217.35,86.28,327.47,2.46,0.9,3.8,0.08
1500,0,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.08
1033,15,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.08
375,0,224,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.07
1611,15,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.07
484,0,224,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.07
1246,10,224,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.07
130,5,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.06
1527,20,224,1,107.88,44.99,189.0,1.4,0.2,3.7,0.06
1359,0,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.09
0,20,224,0,99.99,99.99,99.99,0.5,0.5,0.5,0.09
296,20,224,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.09
0,0,224,0,99.99,99.99,99.99,0.5,0.5,0.5,0.11
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.11
123,20,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.11
124,0,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.1
989,0,224,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.1
1517,0,224,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.1
0,0,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.1
0,0,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.09
149,15,224,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09
84,0,224,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09
1519,5,224,0,87.63,59.9,129.0,1.97,0.3,4.5,0.09
39,0,224,0,151.0,109.0,193.0,0.55,0.1,1.0,0.09
0,0,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.08
435,5,224,0,217.35,86.28,327.47,2.46,0.9,3.8,0.08
200,0,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.08
0,0,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.08
1095,0,224,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.08
1474,10,224,1,88.87,59.9,129.0,1.93,0.3,4.5,0.08
20,0,224,0,151.0,109.0,193.0,0.55,0.1,1.0,0.09
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.09
173,10,224,0,151.0,109.0,193.0,0.55,0.1,1.0,0.09
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.09
1411,0,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.09
205,10,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.08
1531,0,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.08
0,10,224,0,99.99,99.99,99.99,0.5,0.5,0.5,0.08
1394,0,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.08
0,5,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.08
181,0,224,1,69.5,64.8,78.9,3.2,0.4,4.6,0.08
555,0,224,0,217.35,86.28,327.47,2.46,0.9,3.8,0.09
200,5,224,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09
0,5,224,0,99.99,99.99,99.99,0.5,0.5,0.5,0.09
160,0,224,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09
1485,15,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.09
425,0,224,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.09
1469,5,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.1
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.1
1129,10,224,0,87.63,59.9,129.0,1.97,0.3,4.5,0.1
19,0,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.09
206,20,224,0,151.0,109.0,193.0,0.55,0.1,1.0,0.09
1587,5,224,1,41.27,17.9,78.9,2.61,0.0,4.7,0.09
1196,0,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.1
1300,5,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.1
1351,5,224,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.1
928,20,224,0,217.35,86.28,327.47,2.46,0.9,3.8,0.1
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.1
1624,20,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.1
175,20,224,0,151.0,109.0,193.0,0.55,0.1,1.0,0.1
124,5,224,1,58.97,58.97,58.97,2.7,2.7,2.7,0.1
406,0,224,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.11
143,0,224,0,71.85,64.8,78.9,2.5,0.4,4.6,0.1
0,0,224,0,553.0,553.0,553.0,4.7,4.7,4.7,0.1
0,0,224,0,58.97,58.97,58.97,2.7,2.7,2.7,0.1
258,0,224,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.1
284,0,224,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.1
1246,0,224,0,43.4,17.9,78.9,2.4,0.0,4.7,0.1
1187,0,224,0,114.17,44.99,189.0,1.37,0.2,3.7,0.1
1200,0,224,0,79.78,49.99,139.99,2.55,0.4,4.3,0.1
1487,0,224,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.1
185,15,224,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09
