session_length,discount,user_id,successful,mean_price,min_price,max_price,mean_rating,min_rating,max_rating,prev_success_ratio,category_Akcesoria_telefoniczne,category_Anteny_RTV,category_Audio,category_Biurowe_urządzenia_wielofunkcyjne,category_Drukarki_i_skanery,category_Gry_PlayStation3,category_Gry_Xbox_360,category_Gry_i_konsole,category_Gry_komputerowe,category_Gry_na_konsole,category_Komputery,category_Monitory,category_Monitory_LCD,category_Odtwarzacze_DVD,category_Odtwarzacze_mp3_i_mp4,category_Okulary_3D,category_Przenośne_audio_i_video,category_Sprzęt_RTV,category_Słuchawki,category_Tablety,category_Tablety_i_akcesoria,category_Telefony_i_akcesoria,category_Telefony_komórkowe,category_Telefony_stacjonarne,category_Telewizory_i_akcesoria,category_Video,category_Zestawy_głośnomówiące,category_Zestawy_słuchawkowe,Gdynia,Kraków,Poznań,Radom,Szczecin,Warszawa,Wrocław
0,10,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
163,0,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.07,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
628,0,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.07,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1549,20,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.07,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
1459,0,203,0,79.78,49.99,139.99,2.55,0.4,4.3,0.07,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1906,15,203,0,79.78,49.99,139.99,2.55,0.4,4.3,0.07,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,0,203,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
1400,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.06,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
716,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
289,20,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
695,0,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
1363,10,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.06,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1293,15,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.06,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,10,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1008,10,203,0,43.4,17.9,78.9,2.4,0.0,4.7,0.06,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1602,0,203,1,41.27,17.9,78.9,2.61,0.0,4.7,0.06,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,0,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1355,20,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.07,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
0,20,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
217,0,203,1,99.99,99.99,99.99,0.5,0.5,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
219,0,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,0,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
974,0,203,1,221.96,86.28,327.47,2.3,0.9,3.8,0.07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0
1092,0,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.08,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272,0,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.08,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
934,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.08,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,15,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.08,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1138,0,203,0,79.78,49.99,139.99,2.55,0.4,4.3,0.08,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
629,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.08,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
1049,15,203,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.08,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
706,15,203,1,221.96,86.28,327.47,2.3,0.9,3.8,0.08,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0
418,0,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
112,0,203,1,58.97,58.97,58.97,2.7,2.7,2.7,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
1667,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
1637,10,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.09,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1272,10,203,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.09,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,20,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,0,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1088,15,203,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.09,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,15,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1031,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
149,0,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,5,203,1,58.97,58.97,58.97,2.7,2.7,2.7,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
341,5,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
2063,0,203,1,107.88,44.99,189.0,1.4,0.2,3.7,0.1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,1,0,0
1488,10,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
197,10,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,203,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
83,20,203,1,58.97,58.97,58.97,2.7,2.7,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
1199,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
1271,0,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.11,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,20,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
837,5,203,0,43.4,17.9,78.9,2.4,0.0,4.7,0.11,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1343,15,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
0,5,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,20,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1384,0,203,0,43.4,17.9,78.9,2.4,0.0,4.7,0.1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,0,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
26,20,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1277,0,203,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.1,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1003,0,203,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.1,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1249,0,203,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.1,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,0,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1425,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.1,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1470,5,203,0,43.4,17.9,78.9,2.4,0.0,4.7,0.1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1314,10,203,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.1,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
1600,0,203,0,79.78,49.99,139.99,2.55,0.4,4.3,0.1,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1355,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
0,5,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1214,10,203,0,43.4,17.9,78.9,2.4,0.0,4.7,0.1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1353,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.1,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,10,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
0,10,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,0,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,0,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
0,0,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
12,0,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
519,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1447,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.09,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,0,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
18,10,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1177,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.09,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,0,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1427,0,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.09,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,20,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,0,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
1621,15,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.09,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
108,0,203,0,71.85,64.8,78.9,2.5,0.4,4.6,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,0,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
73,10,203,0,151.0,109.0,193.0,0.55,0.1,1.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
0,15,203,0,99.99,99.99,99.99,0.5,0.5,0.5,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
624,10,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
112,20,203,1,58.97,58.97,58.97,2.7,2.7,2.7,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0
1303,0,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.09,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,5,203,1,99.99,99.99,99.99,0.5,0.5,0.5,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
939,10,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.09,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
549,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
0,0,203,0,58.97,58.97,58.97,2.7,2.7,2.7,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
478,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
0,5,203,0,553.0,553.0,553.0,4.7,4.7,4.7,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1197,10,203,0,79.78,49.99,139.99,2.55,0.4,4.3,0.09,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1538,0,203,0,87.63,59.9,129.0,1.97,0.3,4.5,0.09,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1214,0,203,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.09,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1103,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
1046,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
1595,0,203,0,114.17,44.99,189.0,1.37,0.2,3.7,0.09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0
1693,5,203,0,79.78,49.99,139.99,2.55,0.4,4.3,0.09,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
637,0,203,0,217.35,86.28,327.47,2.46,0.9,3.8,0.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0
397,0,203,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0
1552,5,203,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.09,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217,5,203,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.09,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
